index,sender_name,dateTime,timeElapsed,answerTime_s,answerTime_m
35,Klara,2021-01-01T02:40:10Z,57671494.32800007,188.26700019836426,3.137783336639404
36,Jonathan,2021-01-01T02:37:02Z,57671306.06099987,344.79199981689453,5.746533330281576
37,Klara,2021-01-01T02:31:17Z,57670961.26900005,67.05400013923645,1.117566668987274
38,Jonathan,2021-01-01T02:30:10Z,57670894.214999914,160.44299983978271,2.674049997329712
39,Klara,2021-01-01T02:27:30Z,57670733.772000074,552.2760000228882,9.20460000038147
40,Jonathan,2021-01-01T02:18:17Z,57670181.49600005,NA,NA
41,Jonathan,2021-01-01T02:18:07Z,57670170.78399992,44.68400001525879,0.7447333335876465
42,Klara,2021-01-01T02:17:22Z,57670126.099999905,483.76799988746643,8.06279999812444
43,Jonathan,2021-01-01T02:09:18Z,57669642.33200002,193.11300015449524,3.2185500025749207
44,Klara,2021-01-01T02:06:05Z,57669449.21899986,380.7889997959137,6.346483329931895
45,Jonathan,2021-01-01T01:59:44Z,57669068.43000007,NA,NA
46,Jonathan,2021-01-01T01:56:23Z,57668867.335999966,935.1800000667572,15.586333334445953
47,Klara,2021-01-01T01:40:48Z,57667932.1559999,NA,NA
48,Klara,2021-01-01T01:40:09Z,57667893.45499992,NA,NA
49,Klara,2021-01-01T01:40:01Z,57667884.98300004,598.8710000514984,9.98118333419164
50,Jonathan,2021-01-01T01:30:02Z,57667286.11199999,432.40499997138977,7.206749999523163
51,Klara,2021-01-01T01:22:50Z,57666853.70700002,NA,NA
52,Klara,2021-01-01T01:22:03Z,57666806.87899995,20.305000066757202,0.3384166677792867
53,Jonathan,2021-01-01T01:21:42Z,57666786.57399988,40.82799983024597,0.6804666638374328
54,Klara,2021-01-01T01:21:02Z,57666745.74600005,56.31599998474121,0.9385999997456869
55,Jonathan,2021-01-01T01:20:05Z,57666689.43000007,NA,NA
56,Jonathan,2021-01-01T01:19:28Z,57666651.84800005,NA,NA
57,Jonathan,2021-01-01T01:19:00Z,57666624.10500002,4.266999959945679,0.07111666599909465
58,Klara,2021-01-01T01:18:56Z,57666619.83800006,34.48100018501282,0.5746833364168803
59,Jonathan,2021-01-01T01:18:21Z,57666585.356999874,8.163999795913696,0.13606666326522826
60,Klara,2021-01-01T01:18:13Z,57666577.19300008,NA,NA
61,Klara,2021-01-01T01:15:43Z,57666427.375,NA,NA
